3.700000e-02	1.178990e+01	2.145460e+02
4.289052e-02	1.564980e+01	2.481477e+02
4.971884e-02	2.073622e+01	2.868474e+02
5.763424e-02	2.741973e+01	3.313470e+02
6.680980e-02	3.617300e+01	3.824155e+02
7.744614e-02	4.759404e+01	4.408822e+02
8.977582e-02	6.243221e+01	5.076249e+02
1.040684e-01	8.161601e+01	5.835491e+02
1.206365e-01	1.062811e+02	6.695574e+02
1.398422e-01	1.377954e+02	7.665056e+02
1.621055e-01	1.777777e+02	8.751465e+02
1.879133e-01	2.281038e+02	9.960578e+02
2.178297e-01	2.908940e+02	1.129558e+03
2.525089e-01	3.684756e+02	1.275617e+03
2.927091e-01	4.633128e+02	1.433757e+03
3.393094e-01	5.779012e+02	1.602977e+03
3.933286e-01	7.146253e+02	1.781691e+03
4.559478e-01	8.755876e+02	1.967716e+03
5.285362e-01	1.062419e+03	2.158307e+03
6.126809e-01	1.276096e+03	2.350265e+03
7.102217e-01	1.516781e+03	2.540104e+03
8.232914e-01	1.783726e+03	2.724286e+03
9.543621e-01	2.075248e+03	2.899476e+03
1.106300e+00	2.388794e+03	3.062814e+03
1.282426e+00	2.721091e+03	3.212155e+03
1.486593e+00	3.068375e+03	3.346250e+03
1.723263e+00	3.426657e+03	3.464839e+03
1.997612e+00	3.791996e+03	3.568667e+03
2.315639e+00	4.160761e+03	3.659405e+03
2.684296e+00	4.529832e+03	3.739512e+03
3.111645e+00	4.896740e+03	3.812054e+03
3.607029e+00	5.259742e+03	3.880508e+03
4.181280e+00	5.617823e+03	3.948577e+03
4.846954e+00	5.970651e+03	4.020033e+03
5.618605e+00	6.318498e+03	4.098598e+03
6.513106e+00	6.662131e+03	4.187867e+03
7.550014e+00	7.002702e+03	4.291279e+03
8.752001e+00	7.341643e+03	4.412113e+03
1.014535e+01	7.680569e+03	4.553534e+03
1.176052e+01	8.021197e+03	4.718650e+03
1.363284e+01	8.365285e+03	4.910600e+03
1.580323e+01	8.714594e+03	5.132649e+03
1.831915e+01	9.070867e+03	5.388305e+03
2.123562e+01	9.435829e+03	5.681434e+03
2.461640e+01	9.811216e+03	6.016391e+03
2.853542e+01	1.019881e+04	6.398148e+03
3.307835e+01	1.060053e+04	6.832428e+03
3.834453e+01	1.101849e+04	7.325835e+03
4.444911e+01	1.145512e+04	7.885989e+03
5.152556e+01	1.191334e+04	8.521650e+03
5.972859e+01	1.239670e+04	9.242837e+03
6.923758e+01	1.290956e+04	1.006094e+04
8.026044e+01	1.345736e+04	1.098879e+04
9.303816e+01	1.404688e+04	1.204078e+04
1.078501e+02	1.468652e+04	1.323286e+04
1.250202e+02	1.538666e+04	1.458254e+04
1.449239e+02	1.616010e+04	1.610886e+04
1.679962e+02	1.702245e+04	1.783225e+04
1.947418e+02	1.799264e+04	1.977426e+04
2.257453e+02	1.909343e+04	2.195724e+04
2.616847e+02	2.035198e+04	2.440384e+04
3.033458e+02	2.180031e+04	2.713621e+04
3.516395e+02	2.347579e+04	3.017515e+04
4.076216e+02	2.542146e+04	3.353887e+04
4.725164e+02	2.768609e+04	3.724156e+04
5.477425e+02	3.032405e+04	4.129172e+04
6.349450e+02	3.339456e+04	4.569023e+04
7.360303e+02	3.696061e+04	5.042843e+04
8.532087e+02	4.108702e+04	5.548624e+04
9.890424e+02	4.583797e+04	6.083050e+04
1.146501e+03	5.127373e+04	6.641392e+04
1.329028e+03	5.744689e+04	7.217488e+04
1.540614e+03	6.439816e+04	7.803823e+04
1.785884e+03	7.215229e+04	8.391752e+04
2.070203e+03	8.071433e+04	8.971851e+04
2.399786e+03	9.006699e+04	9.534401e+04
2.781840e+03	1.001693e+05	1.006997e+05
3.224718e+03	1.109573e+05	1.057004e+05
3.738104e+03	1.223464e+05	1.102763e+05
4.333223e+03	1.342356e+05	1.143783e+05
5.023086e+03	1.465139e+05	1.179817e+05
5.822778e+03	1.590668e+05	1.210889e+05
6.749784e+03	1.717836e+05	1.237285e+05
7.824372e+03	1.845640e+05	1.259541e+05
9.070037e+03	1.973243e+05	1.278403e+05
1.051402e+04	2.100016e+05	1.294775e+05
1.218788e+04	2.225567e+05	1.309671e+05
1.412824e+04	2.349755e+05	1.324148e+05
1.637750e+04	2.472693e+05	1.339256e+05
1.898485e+04	2.594734e+05	1.355985e+05
2.200730e+04	2.716456e+05	1.375220e+05
2.551093e+04	2.838640e+05	1.397699e+05
2.957236e+04	2.962243e+05	1.423978e+05
3.428038e+04	3.088369e+05	1.454396e+05
3.973793e+04	3.218243e+05	1.489043e+05
4.606434e+04	3.353168e+05	1.527724e+05
5.339793e+04	3.494491e+05	1.569920e+05
6.189906e+04	3.643540e+05	1.614755e+05
7.175359e+04	3.801554e+05	1.660953e+05
8.317700e+04	3.969595e+05	1.706819e+05
